school_id,year,school,charter,level,town,lat,long
990015,2017,Mabelle M Burrell,0,Primary,Foxborough,42.0610608,-71.2060398
990020,2017,Vincent M Igo Elementary,0,Primary,Foxborough,42.0609891,-71.2508329
4460550,2017,Foxborough Regional Charter School,1,High,Foxborough,42.05689,-71.244916
1000035,2017,Barbieri Elementary,0,Primary,Framingham,42.279599,-71.432441
1000006,2017,Brophy,0,Primary,Framingham,42.3066016,-71.4639796
1000302,2017,Cameron Middle School,0,Middle,Framingham,42.3332104,-71.3997864
1000007,2017,Charlotte A Dunning,0,Primary,Framingham,42.3212597,-71.4305857
1000305,2017,Fuller Middle,0,Middle,Framingham,42.2940744,-71.4172676
1000015,2017,Hemenway,0,Primary,Framingham,42.330378,-71.4326266
1000045,2017,Mary E Stapleton Elementary,0,Primary,Framingham,42.3266678,-71.4000183
1000050,2017,Miriam F McCarthy School,0,Primary,Framingham,42.2916714,-71.4162954
1000039,2017,Potter Road,0,Primary,Framingham,42.336708,-71.414839
1000310,2017,Walsh Middle,0,Middle,Framingham,42.3230195,-71.4268751
1000055,2017,Woodrow Wilson,0,Primary,Framingham,42.2709077,-71.398302
4780505,2017,Francis W. Parker Charter Essential School,1,High,Devens,42.5489,-71.6063
1010040,2017,Annie Sullivan Middle School,0,Middle,Franklin,42.1092845,-71.3975598
1010035,2017,Davis Thayer,0,Primary,Franklin,42.0838304,-71.4023376
1010012,2017,Helen Keller Elementary,0,Primary,Franklin,42.1092845,-71.3975598
1010405,2017,Horace Mann,0,Middle,Franklin,42.0917429,-71.4060949
1010013,2017,J F Kennedy Memorial,0,Primary,Franklin,42.1085443,-71.4270606
1010010,2017,Jefferson Elementary,0,Primary,Franklin,42.0525101,-71.418155
1010030,2017,Oak Street Elementary,0,Primary,Franklin,42.0917429,-71.4060949
1010032,2017,Parmenter,0,Primary,Franklin,42.0719544,-71.3958899
1010310,2017,Remington Middle,0,Middle,Franklin,42.0525101,-71.418155
6650002,2017,Assawompset Elementary School,0,Primary,Lakeville,41.847605,-70.946418
6650001,2017,Freetown Elementary School,0,Primary,East Freetown,41.7609555,-71.014764
6650305,2017,Freetown-Lakeville Middle School,0,Middle,Lakeville,41.7942446,-70.9871428
6650015,2017,George R Austin Intermediate School,0,Primary,Lakeville,41.7923643,-70.9796316
6700505,2017,Frontier Regional,0,High,South Deerfield,42.4834833,-72.6055996
1030001,2017,Elm Street School,0,Primary,Gardner,42.5755935,-71.9823127
1030505,2017,Gardner High,0,High,Gardner,42.5834067,-71.9793392
1030405,2017,Gardner Middle School,0,Middle,Gardner,42.5840095,-71.9783811
6720059,2017,Chester Elementary,0,Primary,Chester,42.2977323,-72.9838606
6720405,2017,Gateway Regional Middle School,0,Middle,Huntington,42.251203,-72.8701362
6720143,2017,Littleville Elementary School,0,Primary,Huntington,42.2504672,-72.8689954
1050305,2017,Georgetown Middle School,0,Middle,Georgetown,42.7232302,-70.9887122
1050010,2017,Penn Brook,0,Primary,Georgetown,42.7135655,-70.984962
6740005,2017,Gill Elementary,0,Primary,Gill,42.6488731,-72.4966463
6740310,2017,Great Falls Middle,0,Middle,Montague,42.5878145,-72.5429385
6740050,2017,Sheffield Elementary School,0,Primary,Turners Falls,42.5991147,-72.5572023
4960305,2017,Global Learning Charter Public School,1,High,New Bedford,41.6598936,-70.9292856
1070010,2017,Beeman Memorial,0,Primary,Gloucester,42.6368924,-70.6723789
1070020,2017,East Gloucester Elementary,0,Primary,Gloucester,42.6102352,-70.6471742
1070042,2017,Plum Cove School,0,Primary,Gloucester,42.6731596,-70.6582689
1070305,2017,Ralph B O'Maley Middle,0,Middle,Gloucester,42.6289882,-70.6724554
1070045,2017,Veterans Memorial,0,Primary,Gloucester,42.6199481,-70.6500591
1070050,2017,West Parish,0,Primary,Gloucester,42.6195359,-70.7117359
1100305,2017,Grafton Middle,0,Middle,Grafton,42.2122957,-71.6938469
1100200,2017,Millbury Street Elementary School,0,Primary,Grafton,42.1984428,-71.7098826
1100030,2017,North Street Elementary School,0,Primary,Grafton,42.214909,-71.676774
1110004,2017,East Meadow,0,Primary,Granby,42.2651299,-72.4912591
1110505,2017,Granby Jr Sr High School,0,High,Granby,42.2645693,-72.4939299
1110010,2017,West Street,0,Primary,Granby,42.2587311,-72.5194012
1140025,2017,Discovery School at Four Corners,0,Primary,Greenfield,42.609313,-72.588744
1140010,2017,Federal Street School,0,Primary,Greenfield,42.5914526,-72.5976528
1140505,2017,Greenfield High,0,High,Greenfield,42.6052404,-72.5952992
1140305,2017,Greenfield Middle,0,Middle,Greenfield,42.5954091,-72.5974298
1140035,2017,Newton School,0,Primary,Greenfield,42.5862439,-72.6150958
39010900,2017,Greenfield Commonwealth Virtual School,0,High,Greenfield,42.588255,-72.6012104
6730010,2017,Florence Roche School,0,Primary,Groton,42.6057805,-71.5486562
6730305,2017,Groton Dunstable Regional Middle,0,Middle,Groton,42.6057805,-71.5486562
