School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,Student Included,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL
Bentley Academy Charter School (District) - Bentley Academy Charter School,35110205,ELA,          37,34,           2,2,          35,32,          64,59,           7,6,         108,     492.4,          47.5,          68,21
Bentley Academy Charter School (District) - Bentley Academy Charter School,35110205,MATH,          42,39,           1,1,          41,38,          56,52,          10,9,         108,     495.4,          66.0,          67,34
Berkley - Berkley Community School,00270010,ELA,         128,63,          24,12,         104,51,          72,35,           4,2,         204,     506.6,          63.0,          90,79
Berkley - Berkley Community School,00270010,MATH,         123,60,           7,3,         116,57,          74,36,           7,3,         204,     503.2,          68.0,          90,67
Berkley - Berkley Middle School,00270305,ELA,         188,49,          23,6,         165,43,         173,45,          26,7,         387,     499.0,          53.0,         377,47
Berkley - Berkley Middle School,00270305,MATH,         203,53,          25,6,         178,46,         158,41,          25,6,         386,     500.3,          59.0,         377,54
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,ELA,          96,49,          13,7,          83,42,          86,44,          15,8,         197,     499.6,          53.0,         179,50
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,MATH,          94,48,          12,6,          82,42,          83,43,          18,9,         195,     500.3,          48.0,         175,54
Berkshire Hills - Monument Valley Regional Middle School,06180310,ELA,         166,48,          17,5,         149,43,         150,43,          32,9,         348,     496.9,          34.5,         324,37
Berkshire Hills - Monument Valley Regional Middle School,06180310,MATH,         124,36,          14,4,         110,32,         182,52,          43,12,         349,     493.5,          38.5,         324,28
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,ELA,          33,27,           7,6,          26,21,          73,60,          16,13,         122,     491.5,          40.0,          55,20
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,MATH,          30,25,           1,1,          29,24,          71,58,          21,17,         122,     488.7,          36.0,          54,15
Berlin - Berlin Memorial,00280005,ELA,          53,58,           7,8,          46,50,          32,35,           7,8,          92,     501.8,          47.0,          61,64
Berlin - Berlin Memorial,00280005,MATH,          56,61,           8,9,          48,52,          26,28,          10,11,          92,     501.3,          59.0,          61,65
Berlin-Boylston - Tahanto Regional High,06200505,ELA,         163,60,          10,4,         153,57,         100,37,           7,3,         270,     501.4,          44.0,         257,59
Berlin-Boylston - Tahanto Regional High,06200505,MATH,         154,57,          19,7,         135,50,         108,40,           6,2,         268,     503.6,          57.0,         254,70
Beverly - Ayers/Ryal Side School,00300055,ELA,         128,54,          14,6,         114,48,          96,41,          13,5,         237,     501.1,          45.0,         147,58
Beverly - Ayers/Ryal Side School,00300055,MATH,         140,59,          21,9,         119,50,          86,36,          13,5,         239,     502.7,          50.0,         147,65
Beverly - Briscoe Middle,00300305,ELA,         484,49,          56,6,         428,44,         435,44,          61,6,         980,     499.3,          42.0,         941,48
Beverly - Briscoe Middle,00300305,MATH,         461,47,          49,5,         412,42,         439,45,          76,8,         976,     498.6,          49.0,         929,47
Beverly - Centerville Elementary,00300010,ELA,          97,53,          13,7,          84,46,          74,41,          11,6,         182,     500.0,          57.0,         103,51
Beverly - Centerville Elementary,00300010,MATH,          86,48,           9,5,          77,43,          71,39,          24,13,         181,     496.4,          59.0,         102,37
Beverly - Cove Elementary,00300015,ELA,         112,56,          26,13,          86,43,          74,37,          13,7,         199,     506.0,          62.0,         117,76
Beverly - Cove Elementary,00300015,MATH,         117,59,          13,7,         104,52,          63,32,          20,10,         200,     503.2,          54.0,         117,67
Beverly - Hannah Elementary,00300033,ELA,         130,64,          11,5,         119,58,          67,33,           7,3,         204,     504.3,          56.5,         138,69
Beverly - Hannah Elementary,00300033,MATH,         103,50,           7,3,          96,47,          87,43,          14,7,         204,     499.7,          50.0,         138,51
Beverly - North Beverly Elementary,00300040,ELA,         128,57,          22,10,         106,47,          78,35,          20,9,         226,     503.2,          44.0,         125,65
Beverly - North Beverly Elementary,00300040,MATH,         124,55,          12,5,         112,50,          79,35,          23,10,         226,     501.0,          60.0,         125,57
Billerica - Eugene C Vining,00310030,ELA,          53,55,           8,8,          45,47,          38,40,           5,5,          96,     502.3,          46.5,          62,62
Billerica - Eugene C Vining,00310030,MATH,          54,56,          13,14,          41,43,          37,39,           5,5,          96,     504.3,          38.5,          62,71
Billerica - Frederick J Dutile,00310007,ELA,          71,49,           7,5,          64,44,          66,45,           9,6,         146,     499.3,          43.5,         106,48
Billerica - Frederick J Dutile,00310007,MATH,          76,52,           5,3,          71,49,          53,36,          17,12,         146,     498.8,          24.0,         106,48
Billerica - Hajjar Elementary,00310026,ELA,         109,43,          11,4,          98,39,         128,51,          14,6,         251,     497.1,          30.0,         150,39
Billerica - Hajjar Elementary,00310026,MATH,         126,50,          13,5,         113,45,         107,43,          18,7,         251,     500.1,          55.5,         150,53
Billerica - John F Kennedy,00310012,ELA,         104,63,          19,12,          85,52,          56,34,           4,2,         164,     506.1,          60.0,         111,77
Billerica - John F Kennedy,00310012,MATH,         108,66,          22,13,          86,52,          50,30,           6,4,         164,     507.6,          64.0,         111,83
Billerica - Locke Middle,00310310,ELA,         250,47,          22,4,         228,43,         228,43,          49,9,         527,     497.1,          47.0,         515,38
Billerica - Locke Middle,00310310,MATH,         234,44,          29,6,         205,39,         266,50,          27,5,         527,     499.0,          47.0,         515,48
Billerica - Marshall Middle School,00310305,ELA,         316,51,          28,5,         288,47,         261,43,          37,6,         614,     500.8,          60.0,         597,56
Billerica - Marshall Middle School,00310305,MATH,         306,50,          21,3,         285,46,         273,44,          36,6,         615,     499.2,          56.0,         597,49
Billerica - Parker,00310015,ELA,          83,36,           6,3,          77,34,         128,56,          18,8,         229,     493.5,          40.0,         142,25
Billerica - Parker,00310015,MATH,         115,50,          13,6,         102,45,         104,45,          10,4,         229,     499.9,          57.0,         142,52
Billerica - Thomas Ditson,00310005,ELA,         143,52,          21,8,         122,45,         112,41,          18,7,         273,     501.1,          47.5,         186,57
Billerica - Thomas Ditson,00310005,MATH,         149,55,          22,8,         127,47,         113,42,          10,4,         272,     501.7,          54.0,         185,60
